row_id,statement_id,firm_name,source_file,source_url,click_depth_manual,indicator_code,indicator_name,page_num,score,text_extraction_status,actions_present,planned_actions_present,target_present,target_measurable,indicator_action_link_clear,uses_generic_policy_reference_only,low_data_coverage_flag,review_priority,top_issue,evidence_snippet_1,evidence_snippet_2,confidence
bankinvest_2025_1_14_p10,bankinvest_2025,BankInvest,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/bankinvest_2025_pai.pdf,https://bankinvest.dk/media/bgbom023/bankinvest-pai-statement-2024_final.pdf,1,1.14,Controversial weapons,10,1,high,True,False,False,False,True,False,False,low,"No measurable target or planned actions, only a stated general prohibition",BIAM har et generelt forbud mod at investere i virksomheder involveret i produktion af kontroversielle våben,"Andel af investeringer i modtagende virksomheder, der er 0,00% 0,00% - Ingen ændring siden sidste rapportering.",high
nordea_funds_2025_1_1_p9,nordea_funds_2025,Nordea Funds,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_funds_2025_pai.pdf,https://www.nordeafunds.com/sites/default/files/documents_library/Nordea%20Funds%20PAI%20June%202024_0.pdf,3,1.1,GHG emissions,9,4,high,True,True,True,True,True,False,False,medium,Targets and actions stated but lack detailed implementation specifics,We are a signatory to the Net Zero Asset Managers Initiative and committed to supporting the goal of net zero greenhouse gas emissions by 2050 or sooner,we have an organisational-wide target to achieve a 50% reduction in the weighted average carbon intensity (WACI) of our investments (Scope 1+2 tCO2e/mEur revenue) and a 2025 target to ensure that 80% of our top 200 largest carbon footprint contributors are on a Paris-aligned trajectory or else subject to engagement to become aligned,high
nordea_funds_2025_1_2_p10,nordea_funds_2025,Nordea Funds,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_funds_2025_pai.pdf,https://www.nordeafunds.com/sites/default/files/documents_library/Nordea%20Funds%20PAI%20June%202024_0.pdf,3,1.2,Carbon footprint,10,4,high,True,True,False,False,True,False,True,medium,Planned actions described without explicit measurable target; data coverage limitations noted,"In 2024 NAM strengthened its Responsible Investment Policy related to coal activities, including stronger investment restrictions on coal mining, coal power expansion, and generation without phase-out commitments.","Going forward we will continue engagement efforts to encourage Paris alignment of investee companies, enhance existing suite of climate-related tools and continue to introduce additional investment products with climate overlays.",high
nordea_funds_2025_1_10_p15,nordea_funds_2025,Nordea Funds,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_funds_2025_pai.pdf,https://www.nordeafunds.com/sites/default/files/documents_library/Nordea%20Funds%20PAI%20June%202024_0.pdf,3,1.10,UNGC/OECD violations,15,3,high,True,False,False,False,True,False,False,medium,Actions described but no measurable targets,"If a company is identified in this screening process, an internal assessment of the company is initiated and potential actions considered","During 2024, 13 issuers were flagged for allegations of violating international norms. In depth engagement processes were conducted with 5 of the issuers. NAM co-filed shareholder resolutions for one of the issuers’ 2024 AGM.",high
nordea_funds_2025_1_11_p15,nordea_funds_2025,Nordea Funds,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_funds_2025_pai.pdf,https://www.nordeafunds.com/sites/default/files/documents_library/Nordea%20Funds%20PAI%20June%202024_0.pdf,3,1.11,Lack of compliance processes/mechanisms,15,2,high,True,False,False,False,True,False,True,medium,Low data coverage and partial action details,"During 2024, 13 issuers were flagged for allegations of violating international norms. In depth engagement processes were conducted with 5 of the issuers.","Share of investments in investee companies without policies to monitor compliance with the UNGC principles or OECD Guidelines for Multinational Enterprises or grievance/ complaints handling mechanisms to address violations ... coverage: 87,64%",high
nordea_funds_2025_1_14_p17,nordea_funds_2025,Nordea Funds,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_funds_2025_pai.pdf,https://www.nordeafunds.com/sites/default/files/documents_library/Nordea%20Funds%20PAI%20June%202024_0.pdf,3,1.14,Controversial weapons,17,2,high,True,False,True,True,True,False,False,medium,Exclusion actions and screening process described but no future plans detailed,Our Nordea-branded investment strategies do not invest in companies that are involved in the production or development of chemical weapons and controversial weapons,"At the end of 2024, NAM had excluded a total of 91 issuers due to their involvement with controversial weapons. Two of these issuers were excluded during 2024.",high
nordea_funds_2025_1_4_p23,nordea_funds_2025,Nordea Funds,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_funds_2025_pai.pdf,https://www.nordeafunds.com/sites/default/files/documents_library/Nordea%20Funds%20PAI%20June%202024_0.pdf,3,1.4,Exposure to fossil fuel companies,23,2,high,True,True,False,False,True,True,True,medium,Generic policy description with limited specific actions and data coverage concerns,"Companies identified by the PAI engine as outliers on specific indicators or that exhibit high adverse impact across several indicators, are analysed further by our Responsible Investment team and a recommendation for action is made to our Responsible Investment Committee (RIC).",The PAI indicators that we consider are aligned with our ESG positions and are subject to data quality and availability.,high
danske_invest_2025_1_1_p6,danske_invest_2025,Danske Invest,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/danske_invest_2025_pai.pdf,https://www.danskeinvest.dk/docs/pai_statement_en_dima.pdf,2,1.1,GHG emissions,6,1,high,True,True,True,True,False,True,True,medium,Unclear direct link between actions/targets and indicator; data quality concerns,"Through the commitments of Danske Bank A/S (“Danske Bank”) under the Net Zero Asset Manager’s Initiative, Danske Invest Management is committed to contribute to the goals of the Paris Agreement and to achieve net zero GHG emissions by 2050.","Coverage: Data coverage is 87% of the eligible investments which means a total coverage of ... Scope 3 GHG emissions are subject to more estimations than Scope 1 and 2. ... Significant uncertainties therefore exist in relation to data reliability for Scope 3, which together with high volatility impact the reported impacts.",high
danske_invest_2025_1_2_p7,danske_invest_2025,Danske Invest,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/danske_invest_2025_pai.pdf,https://www.danskeinvest.dk/docs/pai_statement_en_dima.pdf,2,1.2,Carbon footprint,7,1,high,True,True,False,False,True,False,True,medium,Data coverage limitations and estimation assumptions,Coverage: Data coverage is 87% of the eligible investments which means a total coverage of around 73% of all investments.,Where carbon emission data was not available on an investee company ... it has effectively been assumed that investee companies without data have the carbon footprint of the investee companies with data.,high
danske_invest_2025_1_4_p9,danske_invest_2025,Danske Invest,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/danske_invest_2025_pai.pdf,https://www.danskeinvest.dk/docs/pai_statement_en_dima.pdf,2,1.4,Exposure to fossil fuel companies,9,2,high,False,False,False,False,False,True,True,medium,No specific actions or targets; data coverage limitations noted,Actions taken and actions planned and targets set: none described,Data coverage Consumption (A): 59% of the eligible investments which means a total coverage of around 50% of all investments. Production (B): Data coverage is 84% of the eligible investments which means a total coverage of around 71% of all investments. Data assumptions and quality: ... estimations applied by ISS ESG.,high
danske_invest_2025_1_10_p14,danske_invest_2025,Danske Invest,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/danske_invest_2025_pai.pdf,https://www.danskeinvest.dk/docs/pai_statement_en_dima.pdf,2,1.10,UNGC/OECD violations,14,5,high,True,True,False,False,True,False,True,medium,Data uncertainty and estimation issues noted,"As there can be companies violating UNGC principles/OECD guidelines that have not yet been identified/reported, there is a degree of uncertainty in the data.",Planned actions for year 2025: There will be continued efforts to enhance screenings and methodologies relating to human rights impacts and risks.,high
danske_invest_2025_1_11_p15,danske_invest_2025,Danske Invest,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/danske_invest_2025_pai.pdf,https://www.danskeinvest.dk/docs/pai_statement_en_dima.pdf,2,1.11,Lack of compliance processes/mechanisms,15,5,high,True,True,True,True,True,False,True,medium,Low data coverage and estimation uncertainty,"Active Ownership: By the end of 2024, more than 200 engagements have been tied to the topic of lack of processes and compliance mechanisms to monitor",Planned actions for year 2025: There will be continued efforts to enhance screenings and methodologies relating to human rights impacts and risks.,high
danske_invest_2025_1_14_p18,danske_invest_2025,Danske Invest,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/danske_invest_2025_pai.pdf,https://www.danskeinvest.dk/docs/pai_statement_en_dima.pdf,2,1.14,Controversial weapons,18,4,high,True,True,False,False,True,False,True,medium,Planned refinements to exclusion policy and data coverage limitations,Exclusions are operated for companies involved in controversial weapons. The exclusion category was adjusted during 2024 to allow for investments in companies involved in activities associated to nuclear weapons within the Treaty on the Non-Proliferation of Nuclear Weapons.,Planned actions for year 2025: Further refinements to the exclusion on controversial weapons are to be expected in order to align the approach with the need to procure more investments into defence.,high
nordea_bank_abp_2025_1_1_p3,nordea_bank_abp_2025,Nordea Bank Abp,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_bank_abp_2025_pai.pdf,https://www.nordea.com/en/doc/statement-on-principal-adverse-impacts-of-investment-decisions-on-sustainability-factors.pdf,2,1.1,GHG emissions,3,4,high,True,True,True,True,True,False,True,medium,Low data coverage and complex target linkage,We are a signatory to the Net Zero Asset Managers Initiative and committed to supporting the goal of net zero greenhouse gas emissions by 2050 or sooner,we have an organisational-wide target to achieve a 50% reduction in the weighted average carbon intensity (WACI) of our investments (Scope 1+2 tCO2e/mEur revenue) and a 2025 target to ensure that 80% of our top 200 largest carbon footprint contributors are on a Paris-aligned trajectory or else subject to engagement to become aligned,high
nordea_bank_abp_2025_1_2_p4,nordea_bank_abp_2025,Nordea Bank Abp,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_bank_abp_2025_pai.pdf,https://www.nordea.com/en/doc/statement-on-principal-adverse-impacts-of-investment-decisions-on-sustainability-factors.pdf,2,1.2,Carbon footprint,4,4,high,True,True,True,True,True,False,True,medium,Data coverage limitations and mixed clarity on targets and actions,"In 2024 NAM strengthened its Responsible Investment Policy related to coal activities, including stronger investment restrictions on coal mining, coal power expansion, and generation without phase-out commitments.","From 2023 to 2024, NAM’s carbon intensity (scope 1+2) was reduced by 9.5%. By the end of 2024, 81% of top-200 carbon footprint contributors were aligned or subject to active engagement to become aligned with the Paris agreement.",high
nordea_bank_abp_2025_1_10_p9,nordea_bank_abp_2025,Nordea Bank Abp,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_bank_abp_2025_pai.pdf,https://www.nordea.com/en/doc/statement-on-principal-adverse-impacts-of-investment-decisions-on-sustainability-factors.pdf,2,1.10,UNGC/OECD violations,9,3,high,True,False,False,False,True,False,True,medium,Low data coverage and estimation issues,"Our investments are subject to norm-based screening, which identifies investee companies that have been involved in violations of the UN Global Compact principles or OECD Guidelines for Multinational Enterprises.","During 2024, 13 issuers were flagged for allegations of violating international norms. In depth engagement processes were conducted with 5 of the issuers.",high
nordea_bank_abp_2025_1_11_p9,nordea_bank_abp_2025,Nordea Bank Abp,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_bank_abp_2025_pai.pdf,https://www.nordea.com/en/doc/statement-on-principal-adverse-impacts-of-investment-decisions-on-sustainability-factors.pdf,2,1.11,Lack of compliance processes/mechanisms,9,2,high,True,False,False,False,True,False,True,medium,Low data coverage and estimation issues,"Our investments are subject to norm-based screening, which identifies investee companies that have been involved in violations of the UN Global Compact principles or OECD Guidelines for Multinational Enterprises.","Share of investments in investee companies without policies to monitor compliance with the UNGC principles or OECD Guidelines for Multinational Enterprises or grievance/ complaints handling mechanisms to address violations of the UNGC principles or OECD Guidelines for Multinational Enterprises. Data coverage: 84,95%",high
nordea_bank_abp_2025_1_14_p11,nordea_bank_abp_2025,Nordea Bank Abp,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_bank_abp_2025_pai.pdf,https://www.nordea.com/en/doc/statement-on-principal-adverse-impacts-of-investment-decisions-on-sustainability-factors.pdf,2,1.14,Controversial weapons,11,2,high,True,False,True,True,True,False,True,medium,Low data coverage and estimation uncertainty,Our holdings are screened on an ongoing basis for exposure to controversial weapons.,"Data coverage: 84,82%",high
nordea_bank_abp_2025_1_4_p17,nordea_bank_abp_2025,Nordea Bank Abp,/Users/Asjad 1 2/Desktop/Projekter/pai_statement_screener/data/raw/nordea_bank_abp_2025_pai.pdf,https://www.nordea.com/en/doc/statement-on-principal-adverse-impacts-of-investment-decisions-on-sustainability-factors.pdf,2,1.4,Exposure to fossil fuel companies,17,2,high,True,False,False,False,True,True,True,medium,Generic policy description with limited specific actions and data coverage concerns,We have developed certain ESG positions around these four core areas to describe the requirements that we have on investee companies in relation hereto.,The PAI indicators that we consider are aligned with our ESG positions and are subject to data quality and availability.,high
